motif_id	motif_alt_id	sequence_name	start	stop	strand	score	p-value	q-value	matched_sequence
MA0506.1	NRF1	chr9	137606098	137606108	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr9	137606175	137606185	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr9	137614268	137614278	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr9	137618873	137618883	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr9	137618903	137618913	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr9	137618904	137618914	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr9	137618910	137618920	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr9	137618915	137618925	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr9	137618916	137618926	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr9	137618921	137618931	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr9	137618922	137618932	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr9	137878697	137878707	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr9	137878698	137878708	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr9	138023582	138023592	-	15.4364	3.1e-06		
MA0506.1	NRF1	chr9	138101003	138101013	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr9	138275038	138275048	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr9_KI270719v1_random	90453	90463	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr9_KI270719v1_random	91505	91515	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr9_KI270719v1_random	91506	91516	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr9_KI270719v1_random	91511	91521	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr9_KI270719v1_random	169987	169997	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr9_KI270719v1_random	169988	169998	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr9_KI270719v1_random	170012	170022	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr9_KI270719v1_random	170017	170027	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr9_KI270719v1_random	170018	170028	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr1_KI270762v1_alt	22521	22531	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr1_KI270762v1_alt	95026	95036	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr1_KI270762v1_alt	193978	193988	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr1_KI270762v1_alt	193979	193989	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr1_GL383518v1_alt	44455	44465	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr1_GL383518v1_alt	44456	44466	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr1_GL383518v1_alt	92072	92082	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr1_GL383518v1_alt	100495	100505	-	15.6545	2.38e-06		
MA0506.1	NRF1	chr1_GL383518v1_alt	107509	107519	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr1_GL383518v1_alt	116323	116333	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr1_GL383518v1_alt	152141	152151	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr1_GL383520v2_alt	321492	321502	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr1_GL383520v2_alt	321493	321503	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr1_KI270763v1_alt	267369	267379	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr1_KI270763v1_alt	267441	267451	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr1_KI270763v1_alt	267517	267527	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr1_KI270759v1_alt	284551	284561	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr1_KI270759v1_alt	284552	284562	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr1_KI270759v1_alt	383474	383484	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr2_KI270770v1_alt	52884	52894	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr2_KI270768v1_alt	106630	106640	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr2_KI270768v1_alt	106631	106641	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr2_KI270768v1_alt	106636	106646	-	15.4364	3.1e-06		
MA0506.1	NRF1	chr2_GL582966v2_alt	74447	74457	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr2_KI270776v1_alt	15970	15980	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr2_KI270776v1_alt	15991	16001	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr2_KI270776v1_alt	16077	16087	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr2_KI270776v1_alt	16078	16088	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr2_KI270776v1_alt	36030	36040	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr2_KI270776v1_alt	36031	36041	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr2_KI270776v1_alt	158127	158137	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr2_KI270767v1_alt	84805	84815	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr3_KI270781v1_alt	7323	7333	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr3_KI270779v1_alt	28436	28446	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr3_KI270779v1_alt	28437	28447	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr3_KI270779v1_alt	28488	28498	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr3_KI270779v1_alt	28489	28499	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr3_KI270779v1_alt	28538	28548	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr3_KI270779v1_alt	28539	28549	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr3_KI270779v1_alt	118441	118451	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr3_KI270784v1_alt	23196	23206	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr3_KI270784v1_alt	151163	151173	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr3_KI270784v1_alt	151229	151239	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr4_GL000257v2_alt	43449	43459	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr4_KI270788v1_alt	137189	137199	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr4_KI270785v1_alt	24686	24696	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr4_KI270786v1_alt	141717	141727	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr5_KI270793v1_alt	14559	14569	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr5_KI270792v1_alt	22751	22761	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr5_KI270792v1_alt	22752	22762	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr5_KI270792v1_alt	27291	27301	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr5_KI270792v1_alt	27296	27306	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr5_KI270791v1_alt	44277	44287	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr5_KI270791v1_alt	44580	44590	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr5_KI270791v1_alt	63949	63959	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr5_KI270791v1_alt	118762	118772	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr5_KI270791v1_alt	118763	118773	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr5_KI270791v1_alt	164601	164611	-	14.6545	6.68e-06		
MA0506.1	NRF1	chr5_KI270791v1_alt	168853	168863	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr5_KI270791v1_alt	168854	168864	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr5_GL949742v1_alt	28664	28674	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr5_KI270794v1_alt	33967	33977	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr5_GL339449v2_alt	115901	115911	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr5_GL339449v2_alt	115902	115912	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr5_GL339449v2_alt	198582	198592	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr5_GL339449v2_alt	510139	510149	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr5_GL339449v2_alt	510140	510150	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr5_KI270795v1_alt	10013	10023	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr5_KI270795v1_alt	10014	10024	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr5_KI270795v1_alt	78645	78655	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	73359	73369	-	15.6545	2.38e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	189364	189374	+	15.0364	5.01e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	1325190	1325200	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr6_GL000250v2_alt	1656152	1656162	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr6_GL000250v2_alt	1656153	1656163	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr6_GL000250v2_alt	2049796	2049806	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	2049797	2049807	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	2051075	2051085	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	2051076	2051086	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3139475	3139485	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr6_GL000250v2_alt	3139476	3139486	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3139645	3139655	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr6_GL000250v2_alt	3139646	3139656	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3143796	3143806	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3149161	3149171	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3161358	3161368	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3167174	3167184	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3418510	3418520	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	3510585	3510595	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr6_GL000250v2_alt	3510586	3510596	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	4068004	4068014	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr6_GL000250v2_alt	4243592	4243602	-	15.6545	2.38e-06		
MA0506.1	NRF1	chr6_KI270797v1_alt	26809	26819	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr6_KI270798v1_alt	33839	33849	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr6_KI270798v1_alt	33864	33874	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr6_KI270798v1_alt	33865	33875	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr6_KI270798v1_alt	157962	157972	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr6_KI270798v1_alt	157995	158005	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr6_KI270798v1_alt	158061	158071	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr6_KI270798v1_alt	158094	158104	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr6_KI270798v1_alt	159624	159634	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	104961	104971	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	104962	104972	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	105021	105031	-	15.4364	3.1e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	105049	105059	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	105050	105060	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	105083	105093	+	15.6364	2.62e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	105237	105247	+	15.6545	2.38e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	105272	105282	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr7_KI270804v1_alt	105273	105283	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr7_KI270804v1_alt	105354	105364	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr7_KI270803v1_alt	712674	712684	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr7_KI270808v1_alt	11783	11793	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr7_KI270808v1_alt	270727	270737	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr7_KI270807v1_alt	62471	62481	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr7_KI270807v1_alt	121045	121055	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr7_KI270805v1_alt	19397	19407	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr7_KI270805v1_alt	19554	19564	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr7_KI270805v1_alt	19711	19721	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr7_KI270805v1_alt	160300	160310	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr8_KI270818v1_alt	12981	12991	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr8_KI270818v1_alt	18910	18920	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr8_KI270818v1_alt	18911	18921	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr8_KI270818v1_alt	19199	19209	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr8_KI270812v1_alt	195502	195512	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr8_KI270812v1_alt	234302	234312	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr8_KI270812v1_alt	257450	257460	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr8_KI270811v1_alt	142688	142698	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr8_KI270811v1_alt	198107	198117	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr8_KI270811v1_alt	198108	198118	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr8_KI270821v1_alt	7110	7120	+	14.6364	6.91e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	7181	7191	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	64817	64827	-	14.4545	8.34e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	66215	66225	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	157240	157250	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr8_KI270821v1_alt	157241	157251	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	184539	184549	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	184540	184550	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	185429	185439	+	14.4545	8.34e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	185606	185616	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	185607	185617	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr8_KI270821v1_alt	901925	901935	-	15.3273	3.34e-06		
MA0506.1	NRF1	chr8_KI270813v1_alt	39628	39638	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr8_KI270813v1_alt	39629	39639	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr8_KI270813v1_alt	204691	204701	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr8_KI270813v1_alt	220103	220113	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr8_KI270813v1_alt	220104	220114	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr8_KI270814v1_alt	20223	20233	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr8_KI270814v1_alt	20224	20234	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr8_KI270819v1_alt	82642	82652	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr8_KI270819v1_alt	82643	82653	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr8_KI270819v1_alt	100164	100174	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr8_KI270817v1_alt	8916	8926	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	31633	31643	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	31634	31644	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	40140	40150	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	50681	50691	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	61752	61762	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	68920	68930	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	76559	76569	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	87773	87783	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr8_KI270816v1_alt	87774	87784	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	87812	87822	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	87813	87823	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	107342	107352	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	183958	183968	+	15.0364	5.01e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	184946	184956	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr8_KI270816v1_alt	184947	184957	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	203126	203136	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	237928	237938	-	14.4545	8.34e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	248889	248899	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr8_KI270816v1_alt	269364	269374	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr9_KI270823v1_alt	79873	79883	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr10_GL383546v1_alt	49431	49441	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr10_GL383546v1_alt	268392	268402	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr10_KI270825v1_alt	177334	177344	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr10_KI270825v1_alt	185627	185637	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	14510	14520	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	14834	14844	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	14990	15000	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	15143	15153	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	15214	15224	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	30636	30646	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	66920	66930	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	66921	66931	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	85682	85692	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	97915	97925	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr11_KI270832v1_alt	154226	154236	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr11_KI270830v1_alt	16773	16783	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr11_KI270830v1_alt	16774	16784	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr11_KI270830v1_alt	84954	84964	+	14.8182	5.96e-06		
MA0506.1	NRF1	chr11_KI270831v1_alt	49342	49352	-	14.5455	7.87e-06		
MA0506.1	NRF1	chr11_KI270831v1_alt	101737	101747	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr11_KI270829v1_alt	113990	114000	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	738	748	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	739	749	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	761	771	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	762	772	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	767	777	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	768	778	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	790	800	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	791	801	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	796	806	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	797	807	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	819	829	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	820	830	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	825	835	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	826	836	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	848	858	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	849	859	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	854	864	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	855	865	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	877	887	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	878	888	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	883	893	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	884	894	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	906	916	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	907	917	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	912	922	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	913	923	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	935	945	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	936	946	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	941	951	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	942	952	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	988	998	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	989	999	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1035	1045	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1036	1046	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1058	1068	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1059	1069	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1064	1074	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1065	1075	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1110	1120	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	1111	1121	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	60708	60718	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_GL877875v1_alt	70364	70374	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr12_GL877876v1_alt	213867	213877	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12_GL877876v1_alt	269050	269060	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12_GL877876v1_alt	307002	307012	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr12_KI270835v1_alt	216991	217001	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr12_KI270835v1_alt	216992	217002	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr12_GL383553v2_alt	48345	48355	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr12_KI270834v1_alt	115223	115233	+	15.6364	2.62e-06		
MA0506.1	NRF1	chr13_KI270838v1_alt	144003	144013	+	14.4545	8.34e-06		
MA0506.1	NRF1	chr13_KI270838v1_alt	144620	144630	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr13_KI270838v1_alt	262654	262664	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr13_KI270838v1_alt	262655	262665	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	51235	51245	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	59859	59869	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	59860	59870	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr14_KI270847v1_alt	59865	59875	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	126702	126712	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	230405	230415	+	15.0364	5.01e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	299695	299705	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	447627	447637	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr14_KI270847v1_alt	461729	461739	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr14_KI270847v1_alt	903131	903141	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	903136	903146	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr14_KI270847v1_alt	1288615	1288625	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr14_KI270845v1_alt	12746	12756	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr14_KI270845v1_alt	162679	162689	+	14.6364	6.91e-06		
MA0506.1	NRF1	chr14_KI270846v1_alt	890712	890722	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr14_KI270846v1_alt	971986	971996	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr15_KI270852v1_alt	83235	83245	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr15_KI270851v1_alt	63280	63290	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr15_KI270848v1_alt	326416	326426	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr15_GL383554v1_alt	154461	154471	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr15_KI270849v1_alt	215544	215554	-	14.6364	6.91e-06		
MA0506.1	NRF1	chr15_GL383555v2_alt	104280	104290	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr15_GL383555v2_alt	307132	307142	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr15_KI270850v1_alt	122893	122903	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr15_KI270850v1_alt	234259	234269	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr16_KI270854v1_alt	875	885	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr16_KI270854v1_alt	876	886	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr16_KI270856v1_alt	59947	59957	-	14.6182	7.63e-06		
